,x,y,z,idx
4345,20.0,41.0,19.735361,0
4346,21.0,41.158188,19.0,0
4347,65.32187,41.0,19.0,0
4348,16.0,42.0,19.815392,0
4349,17.0,42.0,19.719748,0
4350,18.0,42.0,19.76072,0
4351,21.611454,42.0,19.0,0
4352,21.0,42.0,19.857922,0
4353,65.39441,42.0,19.0,0
4354,21.654501,43.0,19.0,0
4355,65.433876,43.0,19.0,0
4356,21.708557,44.0,19.0,0
4357,65.451744,44.0,19.0,0
4358,66.0,44.0,19.802675,0
4359,21.720121,45.0,19.0,0
4360,65.43834,45.0,19.0,0
4361,66.0,45.762596,19.0,0
4362,66.0,45.0,19.830246,0
4363,21.694742,46.0,19.0,0
4364,66.237404,46.0,19.0,0
4365,67.0,46.0,19.740652,0
4366,21.649,47.0,19.0,0
4367,66.230225,47.0,19.0,0
4368,67.0,47.0,19.710367,0
4369,21.597263,48.0,19.0,0
4370,66.249954,48.0,19.0,0
4371,67.0,48.0,19.657442,0
4372,21.54815,49.0,19.0,0
4373,21.0,49.743423,19.0,0
4374,66.313324,49.0,19.0,0
4375,67.0,49.0,19.595856,0
4376,20.743425,50.0,19.0,0
4377,66.38787,50.0,19.0,0
4378,67.0,50.0,19.567974,0
4379,20.549232,51.0,19.0,0
4380,20.0,51.619217,19.0,0
4381,66.42533,51.0,19.0,0
4382,67.0,51.0,19.564056,0
4383,19.619217,52.0,19.0,0
4384,19.0,52.711277,19.0,0
4385,66.42958,52.0,19.0,0
4386,67.0,52.0,19.581398,0
4387,18.711275,53.0,19.0,0
4388,18.0,53.69964,19.0,0
4389,66.404785,53.0,19.0,0
4390,67.0,53.0,19.631742,0
4391,16.0,54.85292,19.0,0
4392,17.699638,54.0,19.0,0
4393,17.0,54.63246,19.0,0
4394,66.34084,54.0,19.0,0
4395,67.0,54.0,19.747223,0
4396,15.852921,55.0,19.0,0
4397,15.0,55.807106,19.0,0
4398,16.0,55.0,19.14708,0
4399,66.200096,55.0,19.0,0
4400,66.0,55.200096,19.0,0
4401,14.807104,56.0,19.0,0
4402,65.41738,56.0,19.0,0
4403,66.0,56.0,19.705679,0
4404,14.617703,57.0,19.0,0
4405,14.0,57.81611,19.0,0
4406,65.236145,57.0,19.0,0
4407,65.0,57.236145,19.0,0
4408,66.0,57.0,19.898405,0
4409,13.816109,58.0,19.0,0
4410,64.26774,58.0,19.0,0
4411,65.0,58.0,19.842579,0
4412,13.68566,59.0,19.0,0
4413,64.14577,59.0,19.0,0
4414,65.0,59.0,19.856337,0
4415,13.605856,60.0,19.0,0
4416,13.0,60.0,19.780148,0
4417,64.15383,60.0,19.0,0
4418,65.0,60.0,19.853968,0
4419,13.575262,61.0,19.0,0
4420,13.0,61.0,19.645233,0
4421,64.08953,61.0,19.0,0
4422,64.0,61.08953,19.0,0
4423,13.590916,62.0,19.0,0
4424,13.0,62.0,19.626333,0
4425,63.3576,62.0,19.0,0
4426,64.0,62.0,19.667227,0
4427,13.670931,63.0,19.0,0
4428,13.0,63.0,19.682629,0
4429,63.22572,63.0,19.0,0
4430,63.0,63.22572,19.0,0
4431,64.0,63.0,19.824093,0
4432,13.884681,64.0,19.0,0
4433,13.0,64.0,19.84054,0
4434,14.0,64.11532,19.0,0
4435,62.340843,64.0,19.0,0
4436,63.0,64.0,19.761135,0
4437,14.799444,65.0,19.0,0
4438,14.0,65.0,19.694916,0
4439,62.293785,65.0,19.0,0
4440,63.0,65.0,19.733229,0
4441,14.779273,66.0,19.0,0
4442,14.0,66.0,19.785883,0
4443,62.1936,66.0,19.0,0
4444,62.0,66.193596,19.0,0
4445,63.0,66.0,19.785883,0
4446,14.807573,67.0,19.0,0
4447,14.0,67.0,19.822386,0
4448,15.0,67.19243,19.0,0
4449,61.292164,67.0,19.0,0
4450,62.0,67.0,19.683468,0
4451,63.0,67.0,19.905428,0
4452,15.63827,68.0,19.0,0
4453,15.0,68.0,19.607578,0
4454,61.148647,68.0,19.0,0
4455,62.0,68.0,19.82263,0
4456,15.817308,69.0,19.0,0
4457,15.0,69.0,19.757196,0
4458,16.0,69.18269,19.0,0
4459,61.076828,69.0,19.0,0
4460,61.0,69.07683,19.0,0
4461,62.0,69.0,19.851614,0
4462,16.798067,70.0,19.0,0
4463,16.0,70.0,19.715672,0
4464,17.0,70.201935,19.0,0
4465,18.0,70.369545,19.0,0
4466,60.17883,70.0,19.0,0
4467,61.0,70.0,19.743029,0
4468,62.0,70.0,19.911366,0
4469,17.0,71.0,19.780148,0
4470,18.711823,71.0,19.0,0
4471,18.0,71.0,19.607578,0
4472,19.0,71.28818,19.0,0
4473,20.0,71.37493,19.0,0
4474,60.085033,71.0,19.0,0
4475,60.0,71.08504,19.0,0
4476,61.0,71.0,19.812292,0
4477,19.0,72.0,19.751465,0
4478,20.859247,72.0,19.0,0
4479,20.0,72.0,19.692148,0
4480,21.0,72.140755,19.0,0
4481,22.0,72.22615,19.0,0
4482,59.198944,72.0,19.0,0
4483,59.0,72.198944,19.0,0
4484,60.0,72.0,19.716778,0
4485,21.0,73.0,19.75555,0
4486,22.757196,73.0,19.0,0
4487,22.0,73.0,19.62171,0
4488,23.0,73.242805,19.0,0
4489,29.0,73.34795,19.0,0
4490,58.27253,73.0,19.0,0
4491,58.0,73.27253,19.0,0
4492,59.0,73.0,19.64255,0
4493,60.0,73.0,19.91587,0
4494,22.0,74.0,19.820929,0
4495,23.913162,74.0,19.0,0
4496,23.0,74.0,19.684984,0
4497,24.0,74.08684,19.0,0
4498,25.0,74.19802,19.0,0
4499,26.0,74.24425,19.0,0
4500,27.0,74.224205,19.0,0
4501,28.143929,74.0,19.0,0
4502,28.0,74.14393,19.0,0
4503,29.731491,74.0,19.0,0
4504,29.0,74.0,19.752075,0
4505,57.260136,74.0,19.0,0
4506,57.0,74.26014,19.0,0
4507,58.0,74.0,19.63203,0
4508,59.0,74.0,19.832235,0
4509,24.0,75.0,19.918898,0
4510,25.0,75.0,19.833733,0
4511,26.0,75.0,19.816587,0
4512,27.0,75.0,19.884962,0
4513,29.836493,75.0,19.0,0
4514,29.0,75.0,19.818752,0
4515,56.222034,75.0,19.0,0
4516,56.0,75.22204,19.0,0
4517,57.0,75.0,19.75391,0
4518,58.0,75.0,19.847717,0
4519,29.880478,76.0,19.0,0
4520,29.0,76.0,19.822386,0
4521,55.34209,76.0,19.0,0
4522,56.0,76.0,19.67093,0
4523,57.0,76.0,19.91708,0
4524,29.754114,77.0,19.0,0
4525,29.0,77.0,19.689743,0
4526,55.117847,77.0,19.0,0
4527,55.0,77.11784,19.0,0
4528,56.0,77.0,19.781683,0
4529,29.625065,78.0,19.0,0
4530,29.0,78.75823,19.0,0
4531,29.0,78.0,19.576456,0
4532,53.0,78.35967,19.0,0
4533,54.09839,78.0,19.0,0
4534,54.0,78.09839,19.0,0
4535,55.0,78.0,19.737507,0
4536,28.758228,79.0,19.0,0
4537,28.0,79.0,19.690601,0
4538,52.294857,79.0,19.0,0
4539,52.0,79.29486,19.0,0
4540,53.0,79.0,19.604406,0
4541,54.0,79.0,19.773203,0
4542,28.63031,80.0,19.0,0
4543,28.0,80.83851,19.0,0
4544,28.0,80.0,19.582129,0
4545,51.275562,80.0,19.0,0
4546,51.0,80.275566,19.0,0
4547,52.0,80.0,19.644934,0
4548,53.0,80.0,19.884962,0
4549,27.838512,81.0,19.0,0
4550,27.0,81.0,19.825562,0
4551,50.210995,81.0,19.0,0
4552,50.0,81.21099,19.0,0
4553,51.0,81.0,19.618942,0
4554,52.0,81.0,19.87356,0
4555,27.78411,82.0,19.0,0
4556,27.0,82.0,19.734972,0
4557,48.0,82.33101,19.0,0
4558,49.10708,82.0,19.0,0
4559,49.0,82.10708,19.0,0
4560,50.0,82.0,19.667547,0
4561,51.0,82.0,19.914062,0
4562,27.838007,83.0,19.0,0
4563,27.0,83.0,19.753298,0
4564,28.0,83.161995,19.0,0
4565,46.0,83.368256,19.0,0
4566,47.247925,83.0,19.0,0
4567,47.0,83.247925,19.0,0
4568,48.0,83.0,19.565434,0
4569,49.0,83.0,19.706755,0
4570,28.73053,84.0,19.0,0
4571,28.0,84.0,19.575739,0
4572,29.0,84.26947,19.0,0
4573,44.0,84.22529,19.0,0
4574,45.18389,84.0,19.0,0
4575,45.0,84.18389,19.0,0
4576,46.0,84.0,19.54248,0
4577,47.0,84.0,19.609978,0
4578,48.0,84.0,19.769564,0
4579,28.0,85.0,19.728615,0
4580,29.824827,85.0,19.0,0
4581,29.0,85.0,19.579218,0
4582,30.0,85.17517,19.0,0
4583,31.0,85.26658,19.0,0
4584,32.0,85.31077,19.0,0
4585,33.0,85.36668,19.0,0
4586,41.0,85.36581,19.0,0
4587,42.0,85.226364,19.0,0
4588,43.122303,85.0,19.0,0
4589,43.0,85.1223,19.0,0
4590,44.0,85.0,19.599453,0
4591,45.0,85.0,19.684984,0
4592,46.0,85.0,19.742037,0
4593,47.0,85.0,19.921946,0
4594,29.0,86.0,19.734777,0
4595,30.0,86.0,19.61226,0
4596,31.0,86.0,19.58544,0
4597,32.0,86.0,19.60101,0
4598,33.86756,86.0,19.0,0
4599,33.0,86.0,19.6424,0
4600,34.0,86.13244,19.0,0
4601,35.0,86.23319,19.0,0
4602,36.0,86.271194,19.0,0
4603,37.0,86.21941,19.0,0
4604,38.0,86.119804,19.0,0
4605,39.0,86.11868,19.0,0
4606,40.13027,86.0,19.0,0
4607,40.0,86.130264,19.0,0
4608,41.0,86.0,19.612396,0
4609,42.0,86.0,19.611992,0
4610,43.0,86.0,19.623524,0
4611,44.0,86.0,19.74944,0
4612,30.0,87.0,19.802444,0
4613,31.0,87.0,19.667547,0
4614,32.0,87.0,19.629026,0
4615,33.0,87.0,19.652657,0
4616,34.0,87.0,19.69666,0
4617,35.0,87.0,19.626616,0
4618,36.0,87.0,19.5628,0
4619,37.0,87.0,19.559853,0
4620,38.0,87.0,19.604013,0
4621,39.0,87.0,19.714201,0
4622,40.0,87.0,19.822386,0
4623,41.0,87.0,19.858982,0
4624,42.0,87.0,19.851875,0
4625,32.0,88.0,19.834734,0
4626,33.0,88.0,19.79601,0
4627,34.0,88.0,19.812292,0
4628,35.0,88.0,19.760096,0
4629,36.0,88.0,19.70407,0
4630,37.0,88.0,19.701937,0
4631,38.0,88.0,19.756166,0
4632,39.0,88.0,19.908686,0
4633,32.0,21.0,20.786995,0
4634,33.0,21.916473,20.0,0
4635,33.0,21.0,20.727852,0
4636,34.0,21.841303,20.0,0
4637,34.0,21.0,20.71073,0
4638,35.0,21.79238,20.0,0
4639,35.0,21.0,20.684647,0
4640,36.0,21.765537,20.0,0
4641,36.0,21.0,20.674023,0
4642,37.0,21.798067,20.0,0
4643,37.0,21.0,20.719189,0
4644,38.0,21.89436,20.0,0
4645,38.0,21.0,20.787888,0
4646,39.0,21.0,20.822874,0
4647,40.0,21.0,20.87992,0
4648,29.0,22.0,20.836744,0
4649,30.0,22.0,20.672066,0
4650,31.0,22.739077,20.0,0
4651,31.0,22.0,20.577774,0
4652,32.916473,22.0,20.0,0
4653,32.0,22.629026,20.0,0
4654,32.0,22.0,20.529259,0
4655,38.10564,22.0,20.0,0
4656,39.0,22.59142,20.0,0
4657,39.0,22.0,20.55021,0
4658,40.0,22.599842,20.0,0
4659,40.0,22.0,20.539951,0
4660,41.0,22.620184,20.0,0
4661,41.0,22.0,20.553057,0
4662,42.0,22.655428,20.0,0
4663,42.0,22.0,20.60166,0
4664,43.0,22.751059,20.0,0
4665,43.0,22.0,20.701937,0
4666,44.0,22.90337,20.0,0
4667,44.0,22.0,20.8472,0
4668,27.0,23.0,20.675661,0
4669,28.0,23.817549,20.0,0
4670,28.0,23.0,20.663404,0
4671,29.0,23.770418,20.0,0
4672,29.0,23.0,20.586676,0
4673,30.739077,23.0,20.0,0
4674,30.0,23.64374,20.0,0
4675,30.0,23.0,20.52044,0
4676,44.09663,23.0,20.0,0
4677,45.0,23.59306,20.0,0
4678,45.0,23.0,20.543434,0
4679,46.0,23.61402,20.0,0
4680,46.0,23.0,20.573956,0
4681,47.0,23.664515,20.0,0
4682,47.0,23.0,20.63074,0
4683,48.0,23.756578,20.0,0
4684,48.0,23.0,20.720308,0
4685,49.0,23.0,20.87964,0
4686,27.817549,24.0,20.0,0
4687,27.0,24.598293,20.0,0
4688,27.0,24.0,20.584332,0
4689,48.243423,24.0,20.0,0
4690,49.0,24.561096,20.0,0
4691,49.0,24.0,20.563599,0
4692,50.0,24.632893,20.0,0
4693,50.0,24.0,20.628883,0
4694,51.0,24.741245,20.0,0
4695,51.0,24.0,20.72143,0
4696,18.0,25.80314,20.0,0
4697,18.0,25.0,20.709461,0
4698,19.0,25.681124,20.0,0
4699,19.0,25.0,20.614155,0
4700,20.0,25.661983,20.0,0
4701,20.0,25.0,20.594582,0
4702,21.0,25.67896,20.0,0
4703,21.0,25.0,20.607977,0
4704,22.0,25.740652,20.0,0
4705,22.0,25.0,20.665789,0
4706,23.0,25.743227,20.0,0
4707,23.0,25.0,20.721054,0
4708,26.598293,25.0,20.0,0
4709,51.258755,25.0,20.0,0
4710,52.0,25.585316,20.0,0
4711,52.0,25.0,20.56728,0
4712,53.0,25.678299,20.0,0
4713,53.0,25.0,20.66293,0
4714,54.0,25.877697,20.0,0
4715,54.0,25.0,20.86567,0
4716,16.0,26.0,20.795326,0
4717,17.80314,26.0,20.0,0
4718,17.0,26.622826,20.0,0
4719,17.0,26.0,20.557718,0
4720,23.256773,26.0,20.0,0
4721,24.0,26.66531,20.0,0
4722,24.0,26.0,20.699112,0
4723,25.0,26.573246,20.0,0
4724,26.594072,26.0,20.0,0
4725,26.0,26.565088,20.0,0
4726,26.0,26.0,20.57136,0
4727,54.122303,26.0,20.0,0
4728,55.0,26.676811,20.0,0
4729,55.0,26.0,20.6562,0
4730,15.0,27.904839,20.0,0
4731,15.0,27.0,20.724249,0
4732,16.622826,27.0,20.0,0
4733,16.0,27.591293,20.0,0
4734,16.0,27.0,20.545568,0
4735,55.32319,27.0,20.0,0
4736,56.0,27.605196,20.0,0
4737,56.0,27.0,20.597778,0
4738,57.0,27.748228,20.0,0
4739,57.0,27.0,20.755754,0
4740,13.0,28.0,20.825808,0
4741,14.9048395,28.0,20.0,0
4742,14.0,28.870823,20.0,0
4743,14.0,28.0,20.613749,0
4744,57.251774,28.0,20.0,0
4745,58.0,28.62789,20.0,0
4746,58.0,28.0,20.63031,0
4747,59.0,28.0,20.911366,0
4748,12.0,29.0,20.784552,0
4749,13.870823,29.0,20.0,0
4750,13.0,29.828514,20.0,0
4751,13.0,29.0,20.57183,0
4752,58.372112,29.0,20.0,0
4753,59.0,29.598293,20.0,0
4754,59.0,29.0,20.56417,0
4755,60.0,29.880478,20.0,0
4756,60.0,29.0,20.807573,0
4757,11.0,30.0,20.855545,0
4758,12.828515,30.0,20.0,0
4759,12.0,30.839779,20.0,0
4760,12.0,30.0,20.560305,0
4761,60.119522,30.0,20.0,0
4762,61.0,30.899569,20.0,0
4763,61.0,30.0,20.798756,0
4764,11.839779,31.0,20.0,0
4765,11.0,31.0,20.609175,0
4766,61.100433,31.0,20.0,0
4767,62.0,31.898405,20.0,0
4768,62.0,31.0,20.83149,0
4769,10.0,32.0,20.749842,0
4770,11.601139,32.0,20.0,0
4771,11.0,32.705143,20.0,0
4772,11.0,32.0,20.516571,0
4773,62.101593,32.0,20.0,0
4774,63.0,32.0,20.881315,0
4775,10.705141,33.0,20.0,0
4776,10.0,33.0,20.608242,0
4777,62.374794,33.0,20.0,0
4778,63.0,33.683804,20.0,0
4779,63.0,33.0,20.609308,0
4780,9.0,34.0,20.898115,0
4781,10.606517,34.0,20.0,0
4782,10.0,34.0,20.55929,0
4783,63.316196,34.0,20.0,0
4784,64.0,34.790127,20.0,0
4785,64.0,34.0,20.698408,0
4786,9.0,35.0,20.833483,0
4787,10.587171,35.0,20.0,0
4788,10.0,35.88609,20.0,0
4789,10.0,35.0,20.55438,0
4790,64.20987,35.0,20.0,0
4791,65.0,35.0,20.862448,0
4792,9.88609,36.0,20.0,0
4793,9.0,36.0,20.818512,0
4794,64.38666,36.0,20.0,0
4795,65.0,36.761135,20.0,0
4796,65.0,36.0,20.676483,0
4797,9.767016,37.0,20.0,0
4798,9.0,37.0,20.775578,0
4799,10.0,37.232983,20.0,0
4800,65.23886,37.0,20.0,0
4801,9.0,38.0,20.682964,0
4802,10.676812,38.0,20.0,0
4803,10.0,38.0,20.664991,0
4804,11.0,38.32319,20.0,0
4805,65.35447,38.0,20.0,0
4806,66.0,38.0,20.78411,0
4807,11.698234,39.0,20.0,0
4808,11.0,39.0,20.661196,0
4809,12.0,39.301765,20.0,0
4810,65.377594,39.0,20.0,0
4811,66.0,39.0,20.774496,0
4812,11.0,40.0,20.715487,0
4813,12.689744,40.0,20.0,0
4814,12.0,40.0,20.637245,0
4815,65.338646,40.0,20.0,0
4816,66.0,40.0,20.823116,0
4817,12.757402,41.0,20.0,0
4818,12.0,41.0,20.74164,0
4819,13.0,41.2426,20.0,0
4820,14.0,41.28635,20.0,0
4821,15.0,41.364502,20.0,0
4822,19.0,41.43663,20.0,0
4823,20.0,41.264637,20.0,0
4824,65.327286,41.0,20.0,0
4825,66.0,41.0,20.833982,0
4826,13.0,42.0,20.829752,0
4827,14.0,42.0,20.725004,0
4828,15.815391,42.0,20.0,0
4829,15.0,42.0,20.699287,0
4830,16.0,42.18461,20.0,0
4831,17.0,42.28025,20.0,0
4832,18.23928,42.0,20.0,0
4833,18.0,42.23928,20.0,0
4834,19.0,42.0,20.656046,0
4835,20.857922,42.0,20.0,0
4836,20.0,42.0,20.875486,0
4837,21.0,42.14208,20.0,0
4838,65.37606,42.0,20.0,0
4839,66.0,42.0,20.833982,0
4840,21.617292,43.0,20.0,0
4841,21.0,43.0,20.904545,0
4842,65.40312,43.0,20.0,0
4843,66.0,43.802677,20.0,0
4844,66.0,43.0,20.849012,0
4845,21.688377,44.0,20.0,0
4846,66.19733,44.0,20.0,0
4847,21.751465,45.0,20.0,0
4848,66.169754,45.0,20.0,0
4849,67.0,45.74065,20.0,0
4850,67.0,45.0,20.821415,0
4851,21.763435,46.0,20.0,0
4852,67.259346,46.0,20.0,0
4853,21.751465,47.0,20.0,0
4854,67.289635,47.0,20.0,0
4855,68.0,47.0,20.707655,0
4856,21.686846,48.0,20.0,0
4857,67.34256,48.0,20.0,0
4858,68.0,48.0,20.645084,0
4859,21.590916,49.0,20.0,0
4860,21.0,49.860046,20.0,0
4861,67.404144,49.0,20.0,0
4862,68.0,49.0,20.608774,0
4863,20.860044,50.0,20.0,0
4864,21.0,50.0,20.139956,0
4865,67.43202,50.0,20.0,0
4866,68.0,50.0,20.60075,0
4867,20.567974,51.0,20.0,0
4868,20.0,51.643143,20.0,0
4869,67.43594,51.0,20.0,0
4870,68.0,51.0,20.611185,0
4871,19.643143,52.0,20.0,0
4872,19.0,52.757816,20.0,0
4873,67.4186,52.0,20.0,0
4874,68.0,52.0,20.65947,0
4875,18.757814,53.0,20.0,0
4876,18.0,53.765118,20.0,0
4877,67.368256,53.0,20.0,0
4878,17.765116,54.0,20.0,0
4879,17.0,54.66867,20.0,0
4880,67.25278,54.0,20.0,0
4881,67.0,54.252777,20.0,0
4882,15.0,55.811108,20.0,0
4883,16.66867,55.0,20.0,0
4884,16.0,55.60546,20.0,0
4885,66.45603,55.0,20.0,0
4886,67.0,55.0,20.753706,0
4887,14.811108,56.0,20.0,0
4888,66.29432,56.0,20.0,0
4889,67.0,56.0,20.863518,0
4890,14.604406,57.0,20.0,0
4891,14.0,57.728233,20.0,0
4892,14.0,57.0,20.8844,0
4893,66.10159,57.0,20.0,0
4894,66.0,57.101593,20.0,0
4895,13.728233,58.0,20.0,0
4896,65.157425,58.0,20.0,0
4897,66.0,58.0,20.814196,0
4898,13.609978,59.0,20.0,0
4899,13.0,59.780148,20.0,0
4900,13.0,59.0,20.834484,0
4901,65.14366,59.0,20.0,0
4902,66.0,59.0,20.815392,0
4903,12.780148,60.0,20.0,0
4904,65.146034,60.0,20.0,0
4905,65.0,60.14603,20.0,0
4906,66.0,60.0,20.86648,0
4907,12.645234,61.0,20.0,0
4908,64.40631,61.0,20.0,0
4909,65.0,61.0,20.61647,0
4910,12.626333,62.0,20.0,0
4911,12.0,62.0,20.841812,0
4912,64.33277,62.0,20.0,0
4913,65.0,62.0,20.7055,0
4914,12.68263,63.0,20.0,0
4915,12.0,63.0,20.899277,0
4916,64.1759,63.0,20.0,0
4917,64.0,63.175907,20.0,0
4918,65.0,63.0,20.868374,0
4919,12.84054,64.0,20.0,0
4920,13.0,64.15946,20.0,0
4921,63.238865,64.0,20.0,0
4922,64.0,64.0,20.770418,0
4923,13.694917,65.0,20.0,0
4924,13.0,65.0,20.683132,0
4925,63.266773,65.0,20.0,0
4926,64.0,65.0,20.723871,0
4927,13.785883,66.0,20.0,0
4928,13.0,66.0,20.8472,0
4929,63.21412,66.0,20.0,0
4930,64.0,66.0,20.780148,0
4931,13.822387,67.0,20.0,0
4932,14.0,67.17761,20.0,0
4933,63.09457,67.0,20.0,0
4934,63.0,67.094574,20.0,0
4935,64.0,67.0,20.87964,0
4936,14.607577,68.0,20.0,0
4937,14.0,68.0,20.658377,0
4938,62.17737,68.0,20.0,0
4939,63.0,68.0,20.785217,0
4940,14.757196,69.0,20.0,0
4941,15.0,69.242805,20.0,0
4942,62.148388,69.0,20.0,0
4943,63.0,69.0,20.799673,0
4944,15.715672,70.0,20.0,0
4945,15.0,70.0,20.788334,0
4946,16.0,70.28433,20.0,0
4947,62.088634,70.0,20.0,0
4948,62.0,70.08863,20.0,0
4949,63.0,70.0,20.857393,0
4950,16.780148,71.0,20.0,0
4951,16.0,71.0,20.791477,0
4952,17.0,71.21985,20.0,0
4953,18.0,71.392426,20.0,0
4954,61.187706,71.0,20.0,0
4955,61.0,71.187706,20.0,0
4956,62.0,71.0,20.749237,0
4957,17.0,72.0,20.920725,0
4958,18.751465,72.0,20.0,0
4959,18.0,72.0,20.690771,0
4960,19.0,72.248535,20.0,0
4961,20.0,72.30785,20.0,0
4962,60.283222,72.0,20.0,0
4963,61.0,72.0,20.674349,0
4964,19.0,73.0,20.83599,0
4965,20.75555,73.0,20.0,0
4966,20.0,73.0,20.686337,0
4967,21.0,73.24445,20.0,0
4968,60.08413,73.0,20.0,0
4969,60.0,73.08413,20.0,0
4970,61.0,73.0,20.846428,0
4971,20.0,74.0,20.873285,0
4972,21.820929,74.0,20.0,0
4973,21.0,74.0,20.677307,0
4974,22.0,74.17907,20.0,0
4975,23.0,74.31502,20.0,0
4976,28.0,74.27801,20.0,0
4977,59.167763,74.0,20.0,0
4978,59.0,74.16776,20.0,0
4979,60.0,74.0,20.765116,0
4980,22.0,75.0,20.83624,0
4981,23.918898,75.0,20.0,0
4982,23.0,75.0,20.727282,0
4983,24.0,75.0811,20.0,0
4984,25.0,75.16627,20.0,0
4985,26.0,75.18341,20.0,0
4986,27.115038,75.0,20.0,0
4987,27.0,75.115036,20.0,0
4988,28.818752,75.0,20.0,0
4989,28.0,75.0,20.80687,0
4990,58.152283,75.0,20.0,0
4991,58.0,75.15228,20.0,0
4992,59.0,75.0,20.73947,0
4993,28.822386,76.0,20.0,0
4994,28.0,76.0,20.836996,0
4995,57.08292,76.0,20.0,0
4996,57.0,76.082924,20.0,0
4997,58.0,76.0,20.830496,0
4998,28.689743,77.0,20.0,0
4999,28.0,77.0,20.721243,0
5000,56.218315,77.0,20.0,0
5001,56.0,77.218315,20.0,0
5002,57.0,77.0,20.824583,0
5003,28.576456,78.0,20.0,0
5004,28.0,78.6906,20.0,0
5005,28.0,78.0,20.58421,0
5006,55.262493,78.0,20.0,0
5007,55.0,78.26249,20.0,0
5008,56.0,78.0,20.676317,0
5009,27.690601,79.0,20.0,0
5010,27.0,79.0,20.791927,0
5011,54.226795,79.0,20.0,0
5012,54.0,79.2268,20.0,0
5013,55.0,79.0,20.647036,0
5014,27.582129,80.0,20.0,0
5015,27.0,80.82556,20.0,0
5016,27.0,80.0,20.623104,0
5017,53.115036,80.0,20.0,0
5018,53.0,80.115036,20.0,0
5019,54.0,80.0,20.728043,0
5020,26.825562,81.0,20.0,0
5021,52.126442,81.0,20.0,0
5022,52.0,81.12644,20.0,0
5023,53.0,81.0,20.816587,0
5024,26.734972,82.0,20.0,0
5025,50.0,82.33245,20.0,0
5026,51.085938,82.0,20.0,0
5027,51.0,82.08594,20.0,0
5028,52.0,82.0,20.734003,0
5029,26.753298,83.0,20.0,0
5030,27.0,83.246704,20.0,0
5031,49.293243,83.0,20.0,0
5032,49.0,83.29324,20.0,0
5033,50.0,83.0,20.607311,0
5034,51.0,83.0,20.763435,0
5035,27.575739,84.0,20.0,0
5036,27.0,84.0,20.561209,0
5037,48.230434,84.0,20.0,0
5038,48.0,84.23044,20.0,0
5039,49.0,84.0,20.610916,0
5040,50.0,84.0,20.82679,0
5041,27.728615,85.0,20.0,0
5042,27.0,85.0,20.663246,0
5043,28.0,85.271385,20.0,0
5044,45.0,85.31502,20.0,0
5045,46.0,85.257965,20.0,0
5046,47.078053,85.0,20.0,0
5047,47.0,85.07806,20.0,0
5048,48.0,85.0,20.648092,0
5049,49.0,85.0,20.887505,0
5050,28.734777,86.0,20.0,0
5051,28.0,86.0,20.584085,0
5052,29.0,86.26522,20.0,0
5053,43.0,86.37648,20.0,0
5054,44.25056,86.0,20.0,0
5055,44.0,86.250565,20.0,0
5056,45.0,86.0,20.61688,0
5057,46.0,86.0,20.70176,0
5058,47.0,86.0,20.798985,0
5059,28.0,87.0,20.839779,0
5060,29.802444,87.0,20.0,0
5061,29.0,87.0,20.583351,0
5062,30.0,87.197556,20.0,0
5063,31.0,87.33245,20.0,0
5064,40.0,87.17761,20.0,0
5065,41.0,87.141014,20.0,0
5066,42.148125,87.0,20.0,0
5067,42.0,87.148125,20.0,0
5068,43.0,87.0,20.534346,0
5069,44.0,87.0,20.60062,0
5070,45.0,87.0,20.779272,0
5071,29.0,88.0,20.901611,0
5072,30.0,88.0,20.632317,0
5073,31.834734,88.0,20.0,0
5074,31.0,88.0,20.535788,0
5075,32.0,88.16527,20.0,0
5076,33.0,88.20399,20.0,0
5077,34.0,88.187706,20.0,0
5078,35.0,88.23991,20.0,0
5079,36.0,88.29593,20.0,0
5080,37.0,88.298065,20.0,0
5081,38.0,88.243835,20.0,0
5082,39.091316,88.0,20.0,0
5083,39.0,88.09132,20.0,0
5084,40.0,88.0,20.669315,0
5085,41.0,88.0,20.740652,0
5086,42.0,88.0,20.700521,0
5087,43.0,88.0,20.739077,0
5088,44.0,88.0,20.897825,0
5089,31.0,89.0,20.76999,0
5090,32.0,89.0,20.66041,0
5091,33.0,89.0,20.64374,0
5092,34.0,89.0,20.652351,0
5093,35.0,89.0,20.609978,0
5094,36.0,89.0,20.5797,0
5095,37.0,89.0,20.573246,0
5096,38.0,89.0,20.589413,0
5097,39.0,89.0,20.652964,0
5098,40.0,89.0,20.805468,0
5099,36.0,90.0,20.913162,0
5100,37.0,90.0,20.89321,0
5101,31.0,20.0,21.772558,0
5102,32.0,20.786995,21.0,0
5103,32.0,20.0,21.676317,0
5104,33.0,20.727852,21.0,0
5105,33.0,20.0,21.641954,0
5106,34.0,20.71073,21.0,0
5107,34.0,20.0,21.634481,0
5108,35.0,20.684647,21.0,0
5109,35.0,20.0,21.648546,0
5110,36.0,20.674023,21.0,0
5111,36.0,20.0,21.673859,0
5112,37.0,20.719189,21.0,0
5113,37.0,20.0,21.692665,0
5114,38.0,20.787888,21.0,0
5115,38.0,20.0,21.715487,0
5116,39.0,20.822874,21.0,0
5117,39.0,20.0,21.778183,0
5118,40.0,20.87992,21.0,0
5119,40.0,20.0,21.857922,0
5120,28.0,21.0,21.852398,0
5121,29.0,21.836744,21.0,0
